client,work_type,claim,evidence_type,evidence_source,metric,metric_value,date_range,verified_status,strength
align-hcm,SEO,"Brand query ""align hcm"" average position 1.48, 190 clicks (brand navigational, not proof of SEO work)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.alignhcm.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,1.48,2026-01-13 to 2026-09-12,measured,weak
align-hcm,SEO,"Top landing page by organic clicks https://www.alignhcm.com/: 212 clicks, 6375 impressions, avg position 27.75",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.alignhcm.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,212,2026-01-13 to 2026-09-12,measured,weak
align-hcm,SEO,"Top landing page by organic clicks https://www.alignhcm.com/careers: 111 clicks, 2580 impressions, avg position 11.0",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.alignhcm.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,111,2026-01-13 to 2026-09-12,measured,weak
align-hcm,SEO,"Top landing page by organic clicks https://www.alignhcm.com/partners/ukg: 18 clicks, 7309 impressions, avg position 21.65",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.alignhcm.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,18,2026-01-13 to 2026-09-12,measured,weak
zen-spa-tropicana (inactive),SEO,Search Console history available on this property from 2026-06-20 (85 days of final data),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.zenspatropicana.com\full16__2025-05-13_2026-09-12__dims-date__type-web__final.json,days of data,85,2026-06-20 to 2026-09-12,measured,weak
zen-spa-tropicana (inactive),SEO,Organic clicks from Google web search in August 2026 (site total),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.zenspatropicana.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json,clicks,473,2026-08-01 to 2026-08-31,measured,medium
zen-spa-tropicana (inactive),SEO,"Organic impressions in August 2026 (site total), average position 9.2",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.zenspatropicana.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json,impressions,3796,2026-08-01 to 2026-08-31,measured,weak
zen-spa-tropicana (inactive),SEO,"Brand query ""zen spa tropicana atlantic city"" average position 1.42, 127 clicks (brand navigational, not proof of SEO work)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.zenspatropicana.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,1.42,2026-01-13 to 2026-09-12,measured,weak
zen-spa-tropicana (inactive),SEO,"Top landing page by organic clicks https://www.zenspatropicana.com/: 933 clicks, 6414 impressions, avg position 7.7",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.zenspatropicana.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,933,2026-01-13 to 2026-09-12,measured,medium
zen-spa-tropicana (inactive),SEO,"Top landing page by organic clicks https://www.zenspatropicana.com/full-service-menu: 37 clicks, 2056 impressions, avg position 6.0",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.zenspatropicana.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,37,2026-01-13 to 2026-09-12,measured,weak
zen-spa-tropicana (inactive),SEO,"Top landing page by organic clicks https://www.zenspatropicana.com/home: 17 clicks, 1158 impressions, avg position 6.83",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\https_www.zenspatropicana.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,17,2026-01-13 to 2026-09-12,measured,weak
ami-cleaning (inactive),SEO,Search Console history available on this property from 2026-07-02 (73 days of final data),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_ami-cleaning.com\full16__2025-05-13_2026-09-12__dims-date__type-web__final.json,days of data,73,2026-07-02 to 2026-09-12,measured,weak
ami-cleaning (inactive),SEO,Organic clicks from Google web search in August 2026 (site total),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_ami-cleaning.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json,clicks,15,2026-08-01 to 2026-08-31,measured,weak
ami-cleaning (inactive),SEO,"Organic impressions in August 2026 (site total), average position 41.6",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_ami-cleaning.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json,impressions,3815,2026-08-01 to 2026-08-31,measured,weak
ami-cleaning (inactive),SEO,"Brand query ""ami cleaning"" average position 2.53, 10 clicks (brand navigational, not proof of SEO work)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_ami-cleaning.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,2.53,2026-01-13 to 2026-09-12,measured,weak
ami-cleaning (inactive),SEO,"Top landing page by organic clicks https://www.ami-cleaning.com/: 36 clicks, 4621 impressions, avg position 46.19",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_ami-cleaning.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,36,2026-01-13 to 2026-09-12,measured,weak
ami-cleaning (inactive),SEO,"Top landing page by organic clicks https://ami-cleaning.com/contact.html: 3 clicks, 216 impressions, avg position 5.22",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_ami-cleaning.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,3,2026-01-13 to 2026-09-12,measured,weak
ami-cleaning (inactive),SEO,"Top landing page by organic clicks https://ami-cleaning.com/contact/: 2 clicks, 255 impressions, avg position 20.59",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_ami-cleaning.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,2,2026-01-13 to 2026-09-12,measured,weak
bar-crawl-usa,SEO,Search Console history available on this property from 2025-05-13 (488 days of final data),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\full16__2025-05-13_2026-09-12__dims-date__type-web__final.json,days of data,488,2025-05-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,Organic clicks from Google web search in August 2026 (site total),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json,clicks,2300,2026-08-01 to 2026-08-31,measured,medium
bar-crawl-usa,SEO,"Organic impressions in August 2026 (site total), average position 12.0",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json,impressions,70567,2026-08-01 to 2026-08-31,measured,medium
bar-crawl-usa,SEO,"Year over year organic clicks, August 2025 vs August 2026: 1254 to 2300 (83.4%)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2025__2025-08-01_2025-08-31__dims-none__type-web__final.json,clicks YoY change,83.4%,2025-08 vs 2026-08,measured,strong
bar-crawl-usa,SEO,"Year over year average position, August 2025 vs August 2026: 18.6 to 12.0",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2025__2025-08-01_2025-08-31__dims-none__type-web__final.json,avg position YoY,18.6 to 12.0,2025-08 vs 2026-08,measured,strong
bar-crawl-usa,SEO,"Year over year impressions, August 2025 vs August 2026: 52666 to 70567 (34.0%)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2025__2025-08-01_2025-08-31__dims-none__type-web__final.json,impressions YoY change,34.0%,2025-08 vs 2026-08,measured,medium
bar-crawl-usa,SEO,"Eight month windows, first (2025-05-13 to 2026-01-12) vs last (2026-01-13 to 2026-09-12): clicks 18401 to 18509, avg position 12.0 to 10.2",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-none__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winA__2025-05-13_2026-01-12__dims-none__type-web__final.json,clicks winA to winB,18401 to 18509,2025-05-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 2.48 for ""pub crawl games"" with 1030 impressions and 0 clicks (zero clicks at this position, a pattern consistent with AI Overview or feature only impressions); last 28 days position 3.5",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,2.48,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 2.16 for ""taco and tequila bar crawl"" with 733 impressions and 181 clicks; last 28 days position 1.62",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,2.16,2026-01-13 to 2026-09-12,measured,strong
bar-crawl-usa,SEO,"Ranks average position 1.86 for ""bar crawl bingo ideas"" with 545 impressions and 3 clicks; last 28 days position 1.02",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,1.86,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 2.42 for ""pub crawl challenges"" with 476 impressions and 0 clicks (zero clicks at this position, a pattern consistent with AI Overview or feature only impressions); last 28 days position 1.54",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,2.42,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 2.67 for ""pub crawl meaning"" with 468 impressions and 0 clicks (zero clicks at this position, a pattern consistent with AI Overview or feature only impressions); last 28 days position 26.67",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,2.67,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 1.58 for ""bar bingo ideas"" with 416 impressions and 0 clicks (zero clicks at this position, a pattern consistent with AI Overview or feature only impressions); last 28 days position 1.23",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,1.58,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 2.61 for ""bar crawl asheville nc"" with 415 impressions and 26 clicks; last 28 days position 2.04",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,2.61,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 1.9 for ""what are some easy cocktails to prepare for halloween pregaming?"" with 345 impressions and 0 clicks (zero clicks at this position, a pattern consistent with AI Overview or feature only impressions); last 28 days position 2.26",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,1.9,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 2.59 for ""taco bar crawl"" with 273 impressions and 48 clicks; last 28 days position None",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,2.59,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 2.19 for ""pub crawl challenge ideas"" with 254 impressions and 0 clicks (zero clicks at this position, a pattern consistent with AI Overview or feature only impressions); last 28 days position 1.46",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,2.19,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 2.37 for ""pub crawl challenges ideas"" with 229 impressions and 0 clicks (zero clicks at this position, a pattern consistent with AI Overview or feature only impressions); last 28 days position 1.32",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,2.37,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Ranks average position 1.67 for ""pub bingo ideas"" with 209 impressions and 0 clicks (zero clicks at this position, a pattern consistent with AI Overview or feature only impressions); last 28 days position 1",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,1.67,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Brand query ""barcrawlusa"" average position 1.0, 561 clicks (brand navigational, not proof of SEO work)",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json,avg position,1.0,2026-01-13 to 2026-09-12,measured,weak
bar-crawl-usa,SEO,"Position improved for ""bar hopping"" from 15.16 to 4.45 (first vs last 8 months), impressions 1612 to 3876, clicks 1 to 5",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winA__2025-05-13_2026-01-12__dims-query__type-web__final.json,position delta,10.72,2025-05-13 to 2026-09-12,measured,strong
bar-crawl-usa,SEO,"Position improved for ""pub crawl near me"" from 19.41 to 13.65 (first vs last 8 months), impressions 931 to 751, clicks 8 to 6",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winA__2025-05-13_2026-01-12__dims-query__type-web__final.json,position delta,5.76,2025-05-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Position improved for ""bar crawl games"" from 9.7 to 4.41 (first vs last 8 months), impressions 268 to 621, clicks 0 to 0",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winA__2025-05-13_2026-01-12__dims-query__type-web__final.json,position delta,5.29,2025-05-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Position improved for ""bar crawl definition"" from 18.5 to 5.74 (first vs last 8 months), impressions 139 to 618, clicks 0 to 0",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winA__2025-05-13_2026-01-12__dims-query__type-web__final.json,position delta,12.77,2025-05-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Position improved for ""bar crawl columbus ohio"" from 10.74 to 5.65 (first vs last 8 months), impressions 223 to 579, clicks 3 to 11",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winA__2025-05-13_2026-01-12__dims-query__type-web__final.json,position delta,5.09,2025-05-13 to 2026-09-12,measured,strong
bar-crawl-usa,SEO,"Position improved for ""taco and tequila cleveland"" from 22.11 to 7.53 (first vs last 8 months), impressions 27 to 569, clicks 0 to 3",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winA__2025-05-13_2026-01-12__dims-query__type-web__final.json,position delta,14.58,2025-05-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Position improved for ""floating bar crawl tour in asheville, nc"" from 60.67 to 22.59 (first vs last 8 months), impressions 99 to 558, clicks 0 to 0",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winA__2025-05-13_2026-01-12__dims-query__type-web__final.json,position delta,38.08,2025-05-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Position improved for ""party bus bar crawl"" from 28.89 to 14.69 (first vs last 8 months), impressions 268 to 515, clicks 1 to 6",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winA__2025-05-13_2026-01-12__dims-query__type-web__final.json,position delta,14.2,2025-05-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Year over year position for ""bar crawl meaning"": 47.67 (Aug 2025) to 9.39 (Aug 2026), 1091 impressions in Aug 2026",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2025__2025-08-01_2025-08-31__dims-query__type-web__final.json,position delta YoY,38.28,2025-08 vs 2026-08,measured,medium
bar-crawl-usa,SEO,"Year over year position for ""pub crawl"": 30.75 (Aug 2025) to 24.78 (Aug 2026), 477 impressions in Aug 2026",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2025__2025-08-01_2025-08-31__dims-query__type-web__final.json,position delta YoY,5.97,2025-08 vs 2026-08,measured,medium
bar-crawl-usa,SEO,"Year over year position for ""bar hopping"": 34.35 (Aug 2025) to 8.7 (Aug 2026), 273 impressions in Aug 2026",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2025__2025-08-01_2025-08-31__dims-query__type-web__final.json,position delta YoY,25.64,2025-08 vs 2026-08,measured,medium
bar-crawl-usa,SEO,"Year over year position for ""bar crawl bingo"": 12.42 (Aug 2025) to 7.09 (Aug 2026), 233 impressions in Aug 2026",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2025__2025-08-01_2025-08-31__dims-query__type-web__final.json,position delta YoY,5.33,2025-08 vs 2026-08,measured,medium
bar-crawl-usa,SEO,"Year over year position for ""party bus bar crawl"": 40.93 (Aug 2025) to 13.39 (Aug 2026), 104 impressions in Aug 2026",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2026__2026-08-01_2026-08-31__dims-query__type-web__final.json ; C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\aug2025__2025-08-01_2025-08-31__dims-query__type-web__final.json,position delta YoY,27.53,2025-08 vs 2026-08,measured,medium
bar-crawl-usa,SEO,"Top landing page by organic clicks https://barcrawlusa.com/: 1227 clicks, 60282 impressions, avg position 22.52",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,1227,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Top landing page by organic clicks https://barcrawlusa.com/bar-crawls-atlanta/: 676 clicks, 64090 impressions, avg position 9.55",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,676,2026-01-13 to 2026-09-12,measured,medium
bar-crawl-usa,SEO,"Top landing page by organic clicks https://barcrawlusa.com/taco-tequila-crawl/: 641 clicks, 12339 impressions, avg position 7.34",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_barcrawlusa.com\winB__2026-01-13_2026-09-12__dims-page__type-web__final.json,clicks,641,2026-01-13 to 2026-09-12,measured,medium
momentum-360 (own),access,Search Console property listed on the ADC identity but not readable (permission siteUnverifiedUser),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,searchanalytics.query HTTP status,403,2025-05-13 to 2026-09-12,not-measured,weak
revive-systems,access,Search Console property listed on the ADC identity but not readable (permission siteUnverifiedUser),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\_sites_list.json,searchanalytics.query HTTP status,403,2025-05-13 to 2026-09-12,not-measured,weak
shadow-heating-cooling,SEO,Search Console history available on this property from 2026-07-13 (62 days of final data),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_shadow-heating.com\full16__2025-05-13_2026-09-12__dims-date__type-web__final.json,days of data,62,2026-07-13 to 2026-09-12,measured,weak
shadow-heating-cooling,SEO,Organic clicks from Google web search in August 2026 (site total),measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_shadow-heating.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json,clicks,4,2026-08-01 to 2026-08-31,measured,weak
shadow-heating-cooling,SEO,"Organic impressions in August 2026 (site total), average position 17.1",measured,C:\Users\dillo\Documents\Codex\projects\client-operations\clients\momentum-360\deliverables\2026-09-15-attribution-proof\raw\gsc\sc-domain_shadow-heating.com\aug2026__2026-08-01_2026-08-31__dims-none__type-web__final.json,impressions,166,2026-08-01 to 2026-08-31,measured,weak
