"slug","business","currentBatch","sourceClass","qaReady","mailReady","publicationState","siteUrl","sourceUrl","route","occurrenceCount","sourceBatches","sourceLocator"
"ember-ale","Ember & Ale","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/ember-ale/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\ember-ale"
"epam","Epam","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/epam/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\epam"
"ernest-d-menold-inc","Ernest D. Menold, Inc.","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/ernest-d-menold-inc/","","/sites/ernest-d-menold-inc/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\ernest-d-menold-inc"
"euphoria-nail-bar","Euphoria Nail Bar","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/euphoria-nail-bar/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\euphoria-nail-bar"
"fantes-kitchen-shop","Fante's Kitchen Shop","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/fantes-kitchen-shop/","","/sites/fantes-kitchen-shop/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\fantes-kitchen-shop"
"farrells-roofing","Farrell's Roofing","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/farrells-roofing/","","/sites/farrells-roofing/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\farrells-roofing"
"faulkner-buick-gmc","Faulkner Buick GMC","Current Next 20","historical-held-or-removed","hold","hold","held-logo-identity-unverified","","","/sites/faulkner-buick-gmc/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\faulkner-buick-gmc"
"ferguson-plumbing-heating","Ferguson Plumbing & Heating","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/ferguson-plumbing-heating/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\ferguson-plumbing-heating"
"ferrari-philadelphia","Ferrari Philadelphia","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/ferrari-philadelphia/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\ferrari-philadelphia"
"field-1-post-llc","Field 1 Post, LLC","radar-next15-20260809-170919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/field-1-post-llc/","1","radar-next15-20260809-170919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-170919\sites\field-1-post-llc"
"fillman-and-sons-floors","Fillman & Sons Floors & More","phl-2026-w34","week-34-current-review","hold","hold","qa-hold","https://phl-2026-w34.netlify.app/sites/fillman-and-sons-floors/","http://www.fillmanandsons.com/","/sites/fillman-and-sons-floors/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"floral-and-hardy","Floral and Hardy of Skippack","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/floral-and-hardy/","https://floralandhardyofskippack.com/","/sites/floral-and-hardy/","2","phl-2026-w33 | Radar Impeccable Five","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"francis-kaufman-house","Francis Kaufman House","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/francis-kaufman-house/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\francis-kaufman-house"
"frankford-hall","Frankford Hall","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/frankford-hall/","","/sites/frankford-hall/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\frankford-hall"
"franklin-fountain","Franklin Fountain","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/franklin-fountain/","","/sites/franklin-fountain/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\franklin-fountain"
"frazer-antiques","Frazer Antiques","Telegram 3D Next 10","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/frazer-antiques/","1","Telegram 3D Next 10","C:\Users\dillo\Documents\Codex\work\prospect-radar-ready-80-20260812\dist\sites\frazer-antiques"
"frederick-oster-fine-violins","Frederick W. Oster Fine Violins","Radar Impeccable Five","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/frederick-oster-fine-violins/","","/sites/frederick-oster-fine-violins/","1","Radar Impeccable Five","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-impeccable-five-2026-08-08\sites\frederick-oster-fine-violins"
"fredo-s-deli","Fredo's Deli","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/fredo-s-deli/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\fredo-s-deli"
"gallagher-fabrication-machine","Gallagher Fabrication & Machine","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/gallagher-fabrication-machine/","","/sites/gallagher-fabrication-machine/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\gallagher-fabrication-machine"
"genos-steaks","Geno's Steaks","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/genos-steaks/","","/sites/genos-steaks/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\genos-steaks"
"germantown-dental-group","Germantown Dental Group","Cinematic builds 169-178","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/germantown-dental-group/","1","Cinematic builds 169-178","C:\Users\dillo\Documents\Codex\work\prospect-radar-all-198-20260812\source-next10\02_Campaigns\AI Site Builder Outreach Engine\batches\prospect-3d-scroll-next10-2026-08-10\sites\germantown-dental-group"
"glen-eagle-pediatric-dentistry","Glen Eagle Pediatric Dentistry","phl-2026-w34","week-34-current-review","ready","hold","qa-ready","https://phl-2026-w34.netlify.app/sites/glen-eagle-pediatric-dentistry/","https://gleneaglepediatricdentistry.com/","/sites/glen-eagle-pediatric-dentistry/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"go2tech","GO2 Tech","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/go2tech/","https://www.go2tech.com/","/sites/go2tech/","2","phl-2026-w33 | Radar Impeccable Five","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"golden-eagle-jewelry","Golden Eagle Jewelers","Cinematic builds 166-168","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/golden-eagle-jewelry/","1","Cinematic builds 166-168","C:\Users\dillo\Documents\Codex\work\prospect-radar-all-198-20260812\source-trio\02_Campaigns\AI Site Builder Outreach Engine\batches\prospect-3d-scroll-trio-2026-08-09\sites\golden-eagle-jewelry"
"good-dog-bar","Good Dog Bar","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/good-dog-bar/","","/sites/good-dog-bar/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\good-dog-bar"
"gracies-painting","Gracies Painting","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/gracies-painting/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\gracies-painting"
"graham-painting-10-98","Graham Painting (10/98)","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/graham-painting-10-98/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\graham-painting-10-98"
"greater-philadelphia-chiropractic-center","GREATER PHILADELPHIA CHIROPRACTIC CENTER","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/greater-philadelphia-chiropractic-center/","","/sites/greater-philadelphia-chiropractic-center/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\greater-philadelphia-chiropractic-center"
"guaranteed-plumbing-heating","Guaranteed Plumbing & Heating","Philadelphia Batch 4","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/guaranteed-plumbing-heating/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\guaranteed-plumbing-heating"
"hal-rosenthaler-dmd","Hal Rosenthaler DMD","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/hal-rosenthaler-dmd/","","/sites/hal-rosenthaler-dmd/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\hal-rosenthaler-dmd"
"hamburg-animal-hospital","Hamburg Animal Hospital","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/hamburg-animal-hospital/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\hamburg-animal-hospital"
"harry-s-hotdogs","Harryâ€™s Hotdogs","Current Next 20","historical-held-or-removed","hold","hold","held-not-actually-a-logo","","","/sites/harry-s-hotdogs/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\harry-s-hotdogs"
"havercrown-dental","HaverCrown Dental","phl-2026-w34","week-34-current-review","ready","hold","qa-ready","https://phl-2026-w34.netlify.app/sites/havercrown-dental/","https://www.havercrowndental.com/","/sites/havercrown-dental/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"heart-soul-tattoo","Heart & Soul Tattoo","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/heart-soul-tattoo/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\heart-soul-tattoo"
"hero-complex","Hero Complex","radar-next15-20260809-170919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/hero-complex/","1","radar-next15-20260809-170919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-170919\sites\hero-complex"
"h-g-sign-company","H&G Sign Company","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/h-g-sign-company/","","/sites/h-g-sign-company/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\h-g-sign-company"
"highline-motors","Highline Motors","radar-next15-20260809-170919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/highline-motors/","1","radar-next15-20260809-170919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-170919\sites\highline-motors"
"holiday-hair","Holiday Hair","radar-next15-20260810-110919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/holiday-hair/","1","radar-next15-20260810-110919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-110919\sites\holiday-hair"
"home-furnishings-consignment","Home Furnishing Consignment","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/home-furnishings-consignment/","http://www.hfconsignment.com/","/sites/home-furnishings-consignment/","2","phl-2026-w33 | radar-next15-20260809-170919","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"integrity-interiors","Integrity Interiors","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/integrity-interiors/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\integrity-interiors"
"isgro-pastries","Isgro Pastries","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/isgro-pastries/","","/sites/isgro-pastries/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\isgro-pastries"
"ivc-wealth-advisors","IVC Wealth Advisors","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/ivc-wealth-advisors/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\ivc-wealth-advisors"
"james-harper-painting","James Harper Painting","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/james-harper-painting/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\james-harper-painting"
"jarman-hvac","Jarman Sales & Service","phl-2026-w34","week-34-current-review","ready","hold","qa-ready","https://phl-2026-w34.netlify.app/sites/jarman-hvac/","http://jarmanairconditioning.com/","/sites/jarman-hvac/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"jarman-sales-service","Jarman Sales & Service, Inc","Cinematic builds 169-178","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/jarman-sales-service/","1","Cinematic builds 169-178","C:\Users\dillo\Documents\Codex\work\prospect-radar-all-198-20260812\source-next10\02_Campaigns\AI Site Builder Outreach Engine\batches\prospect-3d-scroll-next10-2026-08-10\sites\jarman-sales-service"
"jdv-electric-llc","JDV Electric, LLC","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/jdv-electric-llc/","","/sites/jdv-electric-llc/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\jdv-electric-llc"
"johnny-brendas","Johnny Brenda's","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johnny-brendas/","","/sites/johnny-brendas/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\johnny-brendas"
"johnnys-pizza","Johnny's Pizza & Pasta","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/johnnys-pizza/","http://johnnysitaliano.com/","/sites/johnnys-pizza/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"johnny-s-pizza","Johnny's Pizza","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/johnny-s-pizza/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\johnny-s-pizza"
"johns-roast-pork","John's Roast Pork","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/johns-roast-pork/","","/sites/johns-roast-pork/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\johns-roast-pork"
"j-pro-inc","J-Pro, Inc.","radar-next15-20260810-050919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/j-pro-inc/","1","radar-next15-20260810-050919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260810-050919\sites\j-pro-inc"
"just-tires","Just Tires","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/just-tires/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\just-tires"
"k-a-m-sheet-metal-fab","K.A.M. Sheet Metal & Fab","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/k-a-m-sheet-metal-fab/","","/sites/k-a-m-sheet-metal-fab/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\k-a-m-sheet-metal-fab"
"katana","Katana","Current Next 20","historical-held-or-removed","hold","hold","held-template-concept-copy","","","/sites/katana/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\katana"
"kehans-auto-service","Kehan's Auto Service","Cinematic builds 169-178","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/kehans-auto-service/","1","Cinematic builds 169-178","C:\Users\dillo\Documents\Codex\work\prospect-radar-all-198-20260812\source-next10\02_Campaigns\AI Site Builder Outreach Engine\batches\prospect-3d-scroll-next10-2026-08-10\sites\kehans-auto-service"
"kinetic-physical-therapy","Kinetic Physical Therapy","radar-next15-20260809-170919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/kinetic-physical-therapy/","1","radar-next15-20260809-170919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-170919\sites\kinetic-physical-therapy"
"la-colombe-rittenhouse","La Colombe Coffee Roasters, Rittenhouse Square","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/la-colombe-rittenhouse/","","/sites/la-colombe-rittenhouse/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\la-colombe-rittenhouse"
"l-a-verruni-landscaping","L A Verruni Landscaping","radar-next15-20260809-170919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/l-a-verruni-landscaping/","1","radar-next15-20260809-170919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-170919\sites\l-a-verruni-landscaping"
"lawrence-kassan-podiatry","Lawrence Kassan Podiatry","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/lawrence-kassan-podiatry/","","/sites/lawrence-kassan-podiatry/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\lawrence-kassan-podiatry"
"lees-hoagie-house","Lee's Hoagie House","Cinematic builds 169-178","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/lees-hoagie-house/","1","Cinematic builds 169-178","C:\Users\dillo\Documents\Codex\work\prospect-radar-all-198-20260812\source-next10\02_Campaigns\AI Site Builder Outreach Engine\batches\prospect-3d-scroll-next10-2026-08-10\sites\lees-hoagie-house"
"legacy-jewelers","Legacy Jewelers","Current Next 20","historical-held-or-removed","hold","hold","held-not-actually-a-logo","","","/sites/legacy-jewelers/","1","Current Next 20","C:\Users\dillo\Documents\Codex\work\radar-next20-enhanced-20260812\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next20-20260812-141500\sites\legacy-jewelers"
"live-urgent-care","Live Urgent Care","phl-2026-w34","week-34-current-review","hold","hold","qa-hold","https://phl-2026-w34.netlify.app/sites/live-urgent-care/","https://liveurgentcare.com/locations/kingofprussia/","/sites/live-urgent-care/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"lpl-financial","LPL Financial","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/lpl-financial/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\lpl-financial"
"lynch-plumbing-heating","Lynch Plumbing & Heating","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/lynch-plumbing-heating/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\lynch-plumbing-heating"
"maclaren-kitchen-and-bath","MacLaren Kitchen and Bath","phl-2026-w33","week-33-current-review","ready","hold","qa-ready","https://phl-2026-w33.netlify.app/sites/maclaren-kitchen-and-bath/","https://maclarenfab.com/","/sites/maclaren-kitchen-and-bath/","1","phl-2026-w33","git://dillonmohr8777/dillon-os/origin-pr-281/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w33/manifest.csv"
"maclaren-kitchen-bath","MacLaren Kitchen & Bath","Cinematic builds 166-168","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/maclaren-kitchen-bath/","1","Cinematic builds 166-168","C:\Users\dillo\Documents\Codex\work\prospect-radar-all-198-20260812\source-trio\02_Campaigns\AI Site Builder Outreach Engine\batches\prospect-3d-scroll-trio-2026-08-09\sites\maclaren-kitchen-bath"
"magic-gardens","Philadelphia's Magic Gardens","Philadelphia Batch 1 Â· restored canonical routes","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/magic-gardens/","","/sites/magic-gardens/","1","Philadelphia Batch 1 Â· restored canonical routes","C:\Users\dillo\Documents\Codex\projects\dillon-os\philly-sites\magic-gardens"
"main-line-veterinary-hospital","Main Line Veterinary Hospital","Telegram 3D Next 10","historical-held-or-removed","hold","hold","removed-3d-cinematic","","","/sites/main-line-veterinary-hospital/","1","Telegram 3D Next 10","C:\Users\dillo\Documents\Codex\work\prospect-radar-ready-80-20260812\dist\sites\main-line-veterinary-hospital"
"malvern-vision-care","Malvern Vision Care","phl-2026-w34","week-34-current-review","hold","hold","qa-hold","https://phl-2026-w34.netlify.app/sites/malvern-vision-care/","https://www.malvernvision.com/","/sites/malvern-vision-care/","1","phl-2026-w34","git://dillonmohr8777/dillon-os/origin-pr-283/02_Campaigns/AI Site Builder Outreach Engine/batches/phl-2026-w34/manifest.csv"
"manatawny-still-works","Manatawny Still Works","radar-next15-20260809-230919","historical-held-or-removed","hold","hold","held-generic-generated-concept","","","/sites/manatawny-still-works/","1","radar-next15-20260809-230919","C:\Users\dillo\Documents\Codex\projects\dillon-os\02_Campaigns\AI Site Builder Outreach Engine\batches\radar-next15-20260809-230919\sites\manatawny-still-works"
"manayunk-plumbing-heating","Manayunk Plumbing & Heating","Philadelphia Batch 4","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/manayunk-plumbing-heating/","","/sites/manayunk-plumbing-heating/","1","Philadelphia Batch 4","C:\Users\dillo\Documents\Codex\2026-08-04\monitor-the-session-learn-everything-from\batch-phl-2026-08-04-b4\sites\manayunk-plumbing-heating"
"marthas-sophisticated-shine","Martha's Sophisticated Shine","Philadelphia W31 verified 25","historical-curated-active","ready","hold","publication-ready","https://momentum-prospect-radar-next20-2026-08-11.netlify.app/sites/marthas-sophisticated-shine/","","/sites/marthas-sophisticated-shine/","2","Philadelphia Batch 2 | Philadelphia W31 verified 25","C:\Users\dillo\Documents\Codex\2026-07-29\monitor-this-session-on-cursor-i\work\pr226-site-factory\02_Campaigns\AI Site Builder Outreach Engine\batches\phl-2026-w31\sites\marthas-sophisticated-shine"
"mary-cleary-drywall-carpentry-llc","Mary Cleary Drywall & Carpentry, LLC","Philadelphia Batch 3","historical-held-or-removed","hold","hold","held-reconstructed-logo","","","/sites/mary-cleary-drywall-carpentry-llc/","1","Philadelphia Batch 3","C:\Users\dillo\Documents\Codex\2026-08-04\build-the-next-25-websites-based\batch-phl-2026-08-04-b3\sites\mary-cleary-drywall-carpentry-llc"
